v1.10.4-v1.10.4,0,0,0,0
v1.10.3-v1.10.4,0,0,0,0
v1.10.2-v1.10.3,50,0,0,16
v1.10.1-v1.10.2,325,0,0,153
v1.9.3-v1.10.1,10543,0,0,3094
v1.9.2-v1.9.3,72,0,0,13
v1.9.1-v1.9.2,76,0,0,46
v1.9.0-v1.9.1,231,0,0,67
v1.8.2-v1.9.0,11059,0,11,2170
v1.8.1-v1.8.2,98,0,0,33
v1.7.0-v1.8.1,23712,7,0,3191
